	Crosshead,	Load,	Time,	Video,	Axial,	Traverse
	1,51355448178947,	47,75784375,	18,1700000762939,	26,2924003601074,	0,00297782011330128,	-0,000476251996587962
	1,51514902245253,	47,78068359375,	18,1900005340576,	26,2924003601074,	0,00297782011330128,	-0,000476251996587962
	1,51679397094995,	47,81608203125,	18,2099990844727,	26,2924003601074,	0,00302055990323424,	-0,000476251996587962
	1,51855649892241,	47,8389921875,	18,2299995422363,	26,2924003601074,	0,00302055990323424,	-0,000467578996904194
	1,52040284592658,	47,87857421875,	18,25,	26,3512001037598,	0,00302055990323424,	-0,000467578996904194
	1,52224919293076,	47,9155078125,	18,2700004577637,	26,3512001037598,	0,00302055990323424,	-0,000467578996904194
	1,52407877612859,	47,94798828125,	18,2900009155273,	26,3512001037598,	0,00303360004909337,	-0,000467578996904194
	1,52577401604503,	47,97278515625,	18,3099994659424,	26,4099998474121,	0,00303360004909337,	-0,000478820002172142
	1,52735190931708,	47,99034375,	18,3299999237061,	26,4099998474121,	0,00303360004909337,	-0,000478820002172142
	1,52891292236745,	48,01851953125,	18,3500003814697,	26,4099998474121,	0,00305300997570157,	-0,000478820002172142
	1,53047393541783,	48,03729296875,	18,3700008392334,	26,5277004241943,	0,00305300997570157,	-0,000487946992507204
	1,53208535630256,	48,0614921875,	18,3899993896484,	26,5277004241943,	0,00305300997570157,	-0,000487946992507204
	1,53376371599734,	48,090609375,	18,4099998474121,	26,5277004241943,	0,00305300997570157,	-0,000487946992507204
	1,53540878091007,	48,120515625,	18,4300003051758,	26,5277004241943,	0,0030167899094522,	-0,000487946992507204
	1,5369865577668,	48,14132421875,	18,4500007629395,	26,5863990783691,	0,0030167899094522,	-0,000482720992295071
	1,53851404320449,	48,16353125,	18,4699993133545,	26,5863990783691,	0,0030167899094522,	-0,000482720992295071
	1,54002464842051,	48,18479296875,	18,4899997711182,	26,5863990783691,	0,00300886994227767,	-0,000482720992295071
	1,54156889766455,	48,208671875,	18,5100002288818,	26,5863990783691,	0,00300886994227767,	-0,000479742011521012
	1,54312991071492,	48,23368359375,	18,5300006866455,	26,6453990936279,	0,00300886994227767,	-0,000479742011521012
	1,5446909237653,	48,256,	18,5499992370605,	26,6453990936279,	0,00300886994227767,	-0,000479742011521012
	1,54631910845637,	48,2816328125,	18,5699996948242,	26,6453990936279,	0,00296261999756098,	-0,000479742011521012
	1,54789700172842,	48,31127734375,	18,5900001525879,	26,7040996551514,	0,00296261999756098,	-0,000490456994157285
	1,54949154239148,	48,33628125,	18,6100006103516,	26,7040996551514,	0,00296261999756098,	-0,000490456994157285
	1,55115325469524,	48,36298046875,	18,6299991607666,	26,7040996551514,	0,00297128991223872,	-0,000490456994157285
	1,55288213863969,	48,3928203125,	18,6499996185303,	26,7040996551514,	0,00297128991223872,	-0,000487021985463798
	1,55457749497145,	48,4239609375,	18,6700000762939,	26,7628993988037,	0,00297128991223872,	-0,000487021985463798
	1,55630637891591,	48,45073828125,	18,6900005340576,	26,7628993988037,	0,00297128991223872,	-0,000487021985463798
	1,55801849905401,	48,48168359375,	18,7099990844727,	26,7628993988037,	0,0030214199796319,	-0,000487021985463798
	1,55971373897046,	48,51005078125,	18,7299995422363,	26,8805999755859,	0,0030214199796319,	-0,000474876986118034
	1,56139221508056,	48,5336796875,	18,75,	26,8805999755859,	0,0030214199796319,	-0,000474876986118034
	1,56307080760598,	48,561046875,	18,7700004577637,	26,8805999755859,	0,00309524009935558,	-0,000474876986118034
	1,56481645535678,	48,584453125,	18,7900009155273,	26,8805999755859,	0,00309524009935558,	-0,000477021996630356
	1,56661251094192,	48,61834375,	18,8099994659424,	26,9395008087158,	0,00309524009935558,	-0,000477021996630356
	1,56837492249906,	48,6481328125,	18,8299999237061,	26,9395008087158,	0,00309524009935558,	-0,000477021996630356
	1,5700701624155,	48,67841015625,	18,8500003814697,	26,9395008087158,	0,0030900000128895,	-0,000477021996630356
	1,57173187471926,	48,69508984375,	18,8700008392334,	26,9981994628906,	0,0030900000128895,	-0,000478155998280272
	1,57339370343834,	48,72441796875,	18,8899993896484,	26,9981994628906,	0,0030900000128895,	-0,000478155998280272
	1,57510582357645,	48,752546875,	18,9099998474121,	26,9981994628906,	0,00307927001267672,	-0,000478155998280272
	1,57681782729924,	48,78069921875,	18,9300003051758,	26,9981994628906,	0,00307927001267672,	-0,000491550017613918
	1,57854671124369,	48,8106171875,	18,9500007629395,	27,0571002960205,	0,00307927001267672,	-0,000491550017613918
	1,58027547877282,	48,83719140625,	18,9699993133545,	27,0571002960205,	0,00307927001267672,	-0,000491550017613918
	1,58188701607287,	48,8600625,	18,9899997711182,	27,0571002960205,	0,00311066000722349,	-0,000491550017613918
	1,58344791270792,	48,87909375,	19,0100002288818,	27,1158008575439,	0,00311066000722349,	-0,000503388000652194
	1,58499216195196,	48,9005,	19,0300006866455,	27,1158008575439,	0,00311066000722349,	-0,000503388000652194
	1,58655317500234,	48,9258515625,	19,0499992370605,	27,1158008575439,	0,00314734992571175,	-0,000503388000652194
	1,58821500372142,	48,9519296875,	19,0699996948242,	27,1158008575439,	0,00314734992571175,	-0,000492464983835816
	1,58989347983152,	48,92805859375,	19,0900001525879,	27,2334995269775,	0,00314734992571175,	-0,000492464983835816
	1,59153842832893,	48,8813203125,	19,1100006103516,	27,2334995269775,	0,00314734992571175,	-0,000492464983835816
	1,59320025704801,	48,69584765625,	19,1299991607666,	27,2334995269775,	0,00321155996061862,	-0,000492464983835816
	1,59481156151742,	48,63008984375,	19,1499996185303,	27,2922992706299,	0,00321155996061862,	-0,000469380000140518
	1,59638945478946,	48,62201953125,	19,1700000762939,	27,2922992706299,	0,00321155996061862,	-0,000469380000140518
	1,59803428687155,	48,64594921875,	19,1900005340576,	27,2922992706299,	0,00315570994280279,	-0,000469380000140518
	1,59977993462235,	48,69033984375,	19,2099990844727,	27,2922992706299,	0,00315570994280279,	-0,000510689977090806
	1,60167668946087,	48,7436796875,	19,2299995422363,	27,3511009216309,	0,00315570994280279,	-0,000510689977090806
	1,60364049952477,	48,81049609375,	19,25,	27,3511009216309,	0,00315570994280279,	-0,000510689977090806
	1,60558754578233,	48,86199609375,	19,2700004577637,	27,3511009216309,	0,00312994001433253,	-0,000510689977090806
	1,60750118084252,	48,9040546875,	19,2900009155273,	27,4099998474121,	0,00312994001433253,	-0,000529595999978483
	1,60931400023401,	48,938609375,	19,3099994659424,	27,4099998474121,	0,00312994001433253,	-0,000529595999978483
	1,6110596479848,	48,9674921875,	19,3299999237061,	27,4099998474121,	0,00319441989995539,	-0,000529595999978483
	1,6127381240949,	49,000515625,	19,3500003814697,	27,4099998474121,	0,00319441989995539,	-0,000514229002874345
	1,61443336401135,	49,0237890625,	19,3700008392334,	27,4687995910645,	0,00319441989995539,	-0,000514229002874345
	1,61606154870242,	49,05987890625,	19,3899993896484,	27,4687995910645,	0,00319441989995539,	-0,000514229002874345
	1,6176225617528,	49,08388671875,	19,4099998474121,	27,4687995910645,	0,00318303005769849,	-0,000514229002874345
	1,61915004719049,	49,1078671875,	19,4300003051758,	27,5275993347168,	0,00318303005769849,	-0,000489624973852187
	1,62071106024086,	49,1369765625,	19,4500007629395,	27,5275993347168,	0,00318303005769849,	-0,000489624973852187
	1,62230571731925,	49,16843359375,	19,4699993133545,	27,5275993347168,	0,0031815399415791,	-0,000489624973852187
	1,62391713820398,	49,19755859375,	19,4899997711182,	27,5275993347168,	0,0031815399415791,	-0,00050177302910015
	1,62554520647973,	49,22859375,	19,5100002288818,	27,645299911499,	0,0031815399415791,	-0,00050177302910015
	1,62719027139246,	49,26062109375,	19,5300006866455,	27,645299911499,	0,0031815399415791,	-0,00050177302910015
	1,62880157586187,	49,29027734375,	19,5499992370605,	27,645299911499,	0,00319443992339075,	-0,00050177302910015
	1,63036258891225,	49,317921875,	19,5699996948242,	27,7040004730225,	0,00319443992339075,	-0,000504674972034991
	1,63189007434994,	49,34164453125,	19,5900001525879,	27,7040004730225,	0,00319443992339075,	-0,000504674972034991
	1,633484615013,	49,36890234375,	19,6100006103516,	27,7040004730225,	0,00321528990752995,	-0,000504674972034991
	1,63509603589773,	49,39970703125,	19,6299991607666,	27,7040004730225,	0,00321528990752995,	-0,000477263005450368
	1,6367242205888,	49,430109375,	19,6499996185303,	27,7628002166748,	0,00321528990752995,	-0,000477263005450368
	1,63835240527987,	49,46012890625,	19,6700000762939,	27,7628002166748,	0,00321528990752995,	-0,000477263005450368
	1,63998058997095,	49,4862890625,	19,6900005340576,	27,7628002166748,	0,00323615991510451,	-0,000477263005450368
	1,64159189444035,	49,5161328125,	19,7099990844727,	27,8216991424561,	0,00323615991510451,	-0,000478940986795351
	1,64323684293777,	49,54764453125,	19,7299995422363,	27,8216991424561,	0,00323615991510451,	-0,000478940986795351
	1,64488179143518,	49,5752578125,	19,75,	27,8216991424561,	0,00325046991929412,	-0,000478940986795351
	1,64650997612625,	49,6023203125,	19,7700004577637,	27,8216991424561,	0,00325046991929412,	-0,000482986011775211
	1,64818845223635,	49,63368359375,	19,7900009155273,	27,8805999755859,	0,00325046991929412,	-0,000482986011775211
	1,6498836921528,	49,6607265625,	19,8099994659424,	27,8805999755859,	0,00325046991929412,	-0,000482986011775211
	1,65152875706553,	49,69768359375,	19,8299999237061,	27,8805999755859,	0,003271329915151,	-0,000482986011775211
	1,65314006153494,	49,71721875,	19,8500003814697,	27,9981994628906,	0,003271329915151,	-0,000496149004902691
	1,65480189025402,	49,75246875,	19,8700008392334,	27,9981994628906,	0,003271329915151,	-0,000496149004902691
	1,6565810656175,	49,77932421875,	19,8899993896484,	27,9981994628906,	0,00328681990504265,	-0,000496149004902691
	1,65836024098098,	49,81583203125,	19,9099998474121,	27,9981994628906,	0,00328681990504265,	-0,000488024001242593
	1,66015641298145,	49,8469765625,	19,9300003051758,	28,056999206543,	0,00328681990504265,	-0,000488024001242593
	1,66196911595762,	49,87817578125,	19,9500007629395,	28,056999206543,	0,00328681990504265,	-0,000488024001242593
	1,66369799990207,	49,87375,	19,9699993133545,	28,056999206543,	0,00329077988862991,	-0,000488024001242593
	1,66534294839948,	49,829421875,	19,9899997711182,	28,1158008575439,	0,00329077988862991,	-0,000485194992506877
	1,66695425286889,	49,77428515625,	20,0100002288818,	28,1158008575439,	0,00329077988862991,	-0,000485194992506877
	1,66856579016894,	49,647,	20,0300006866455,	28,1158008575439,	0,00331437005661428,	-0,000485194992506877
	1,67024426627904,	49,60210546875,	20,0499992370605,	28,1158008575439,	0,00331437005661428,	-0,000487474986584857
	1,67188921477646,	49,6043828125,	20,0699996948242,	28,1746006011963,	0,00331437005661428,	-0,000487474986584857
	1,67353416327387,	49,62813671875,	20,0900001525879,	28,1746006011963,	0,00331437005661428,	-0,000487474986584857
	1,67517899535596,	49,6562109375,	20,1100006103516,	28,1746006011963,	0,00335175008513033,	-0,000487474986584857
	1,67682394385338,	49,694765625,	20,1299991607666,	28,2334995269775,	0,00335175008513033,	-0,000486250006360933
	1,67843548115343,	49,73003125,	20,1499996185303,	28,2334995269775,	0,00335175008513033,	-0,000486250006360933
	1,68008031323552,	49,75873046875,	20,1700000762939,	28,2334995269775,	0,00335139990784228,	-0,000486250006360933
	1,68172526173294,	49,785828125,	20,1900005340576,	28,2334995269775,	0,00335139990784228,	-0,000500964000821114
	1,68338709045202,	49,81762109375,	20,2099990844727,	28,3509998321533,	0,00335139990784228,	-0,000500964000821114
	1,68501515872777,	49,84786328125,	20,2299995422363,	28,3509998321533,	0,00335139990784228,	-0,000500964000821114
	1,68654264416546,	49,86859765625,	20,25,	28,3509998321533,	0,00333603005856276,	-0,000500964000821114
	1,68808689340949,	49,8902578125,	20,2700004577637,	28,4099006652832,	0,00333603005856276,	-0,000621611019596457
	1,6896981978789,	49,915703125,	20,2900009155273,	28,4099006652832,	0,00333603005856276,	-0,000621611019596457
	1,69134314637631,	49,9434375,	20,3099994659424,	28,4099006652832,	0,00334397004917264,	-0,000621611019596457
	1,69300497509539,	49,974234375,	20,3299999237061,	28,4099006652832,	0,00334397004917264,	-0,000509258010424674
	1,69466657098383,	50,00119921875,	20,3500003814697,	28,4687004089355,	0,00334397004917264,	-0,000509258010424674
	1,69634516350925,	50,03128125,	20,3700008392334,	28,4687004089355,	0,00334397004917264,	-0,000509258010424674
	1,69804051984102,	50,05781640625,	20,3899993896484,	28,4687004089355,	0,0033481300342828,	-0,000509258010424674
	1,69970223214477,	50,08759765625,	20,4099998474121,	28,5275001525879,	0,0033481300342828,	-0,000488965015392751
	1,70141435228288,	50,11216796875,	20,4300003051758,	28,5275001525879,	0,0033481300342828,	-0,000488965015392751
	1,70321040786803,	50,1465703125,	20,4500007629395,	28,5275001525879,	0,00337039004079998,	-0,000488965015392751
	1,70497270300984,	50,1754921875,	20,4699993133545,	28,5275001525879,	0,00337039004079998,	-0,000498690002132207
	1,7067015869543,	50,206640625,	20,4899997711182,	28,5863990783691,	0,00337039004079998,	-0,000498690002132207
	1,70838017947972,	50,2315078125,	20,5100002288818,	28,5863990783691,	0,00337039004079998,	-0,000498690002132207
	1,71002512797713,	50,2523125,	20,5300006866455,	28,5863990783691,	0,00338209001347423,	-0,000498690002132207
	1,71173713169992,	50,28336328125,	20,5499992370605,	28,7040004730225,	0,00338209001347423,	-0,000479759997688234
	1,71341572422534,	50,3091171875,	20,5699996948242,	28,7040004730225,	0,00338209001347423,	-0,000479759997688234
	1,71511096414179,	50,33194921875,	20,5900001525879,	28,7040004730225,	0,00339770992286503,	-0,000479759997688234
	1,71682308427989,	50,362546875,	20,6100006103516,	28,7040004730225,	0,00339770992286503,	-0,000533122976776212
	1,71850167680532,	50,38673046875,	20,6299991607666,	28,7628002166748,	0,00339770992286503,	-0,000533122976776212
	1,72009621746838,	50,40858984375,	20,6499996185303,	28,7628002166748,	0,00339770992286503,	-0,000533122976776212
	1,72164046671242,	50,42662109375,	20,6700000762939,	28,7628002166748,	0,00341870007105172,	-0,000533122976776212
	1,72320147976279,	50,44741796875,	20,6900005340576,	28,8215999603271,	0,00341870007105172,	-0,000527553027495742
	1,72484642826021,	50,4735625,	20,7099990844727,	28,8215999603271,	0,00341870007105172,	-0,000527553027495742
	1,72649149317294,	50,5034921875,	20,7299995422363,	28,8215999603271,	0,00342924008145928,	-0,000527553027495742
	1,72813632525504,	50,5269765625,	20,75,	28,8215999603271,	0,00342924008145928,	-0,000525609008036554
	1,72979803755879,	50,55396484375,	20,7700004577637,	28,8803997039795,	0,00342924008145928,	-0,000525609008036554
	1,73142622224987,	50,5786015625,	20,7900009155273,	28,8803997039795,	0,00342924008145928,	-0,000525609008036554
	1,73300411552191,	50,59946875,	20,8099994659424,	28,8803997039795,	0,00344891007989645,	-0,000525609008036554
	1,73459865618497,	50,6209453125,	20,8299999237061,	28,9393005371094,	0,00344891007989645,	-0,000531479017809033
	1,73624360468239,	50,65074609375,	20,8500003814697,	28,9393005371094,	0,00344891007989645,	-0,000531479017809033
	1,73797248862684,	50,6729140625,	20,8700008392334,	28,9393005371094,	0,00347036006860435,	-0,000531479017809033
	1,73983559943736,	50,71075,	20,8899993896484,	28,9393005371094,	0,00347036006860435,	-0,000530018005520105
	1,74174911808223,	50,74985546875,	20,9099998474121,	28,9979991912842,	0,00347036006860435,	-0,000530018005520105
	1,74369616433978,	50,78174609375,	20,9300003051758,	28,9979991912842,	0,00347036006860435,	-0,000530018005520105
	1,74560979939997,	50,81655078125,	20,9500007629395,	28,9979991912842,	0,00346820009872317,	-0,000530018005520105
	1,74745602998883,	50,84337890625,	20,9699993133545,	29,1156997680664,	0,00346820009872317,	-0,000519822991918772
	1,74925208557397,	50,8676875,	20,9899997711182,	29,1156997680664,	0,00346820009872317,	-0,000519822991918772
	1,75098096951842,	50,89921484375,	21,0100002288818,	29,1156997680664,	0,00347743998281658,	-0,000519822991918772
	1,75272661726922,	50,91901171875,	21,0300006866455,	29,1156997680664,	0,00347743998281658,	-0,000528637028764933
	1,75437168218195,	50,941734375,	21,0499992370605,	29,1746006011963,	0,00347743998281658,	-0,000528637028764933
	1,75594934262335,	50,955671875,	21,0699996948242,	29,1746006011963,	0,00347743998281658,	-0,000528637028764933
	1,75754399970174,	50,9775546875,	21,0900001525879,	29,1746006011963,	0,00350034004077315,	-0,000528637028764933
	1,75915542058647,	50,9964375,	21,1100006103516,	29,2334003448486,	0,00350034004077315,	-0,000534818973392248
	1,76074996124953,	50,9979140625,	21,1299991607666,	29,2334003448486,	0,00350034004077315,	-0,000534818973392248
	1,7623781459406,	50,96455078125,	21,1499996185303,	29,2334003448486,	0,00352936005219817,	-0,000534818973392248
